Date,Date_Key,Year,Quarter,Month_Number,Month_Name,Year_Month,Week_Number,Day,Day_Name,Is_Weekend
2017-08-21,20200115,2017,Q3,8,August,17-Aug,34,21,Monday,FALSE
2017-08-22,20150217,2017,Q3,8,August,17-Aug,34,22,Tuesday,FALSE
2017-08-23,20210105,2017,Q3,8,August,17-Aug,34,23,Wednesday,FALSE
2017-08-24,20191001,2017,Q3,8,August,17-Aug,34,24,Thursday,FALSE
2017-08-25,20190317,2017,Q3,8,August,17-Aug,34,25,Friday,FALSE
2017-08-26,20190411,2017,Q3,8,August,17-Aug,34,26,Saturday,TRUE
2017-08-27,20181111,2017,Q3,8,August,17-Aug,34,27,Sunday,TRUE
2017-08-28,20200501,2017,Q3,8,August,17-Aug,35,28,Monday,FALSE
2017-08-29,20190831,2017,Q3,8,August,17-Aug,35,29,Tuesday,FALSE
2017-08-30,20180711,2017,Q3,8,August,17-Aug,35,30,Wednesday,FALSE
2017-08-31,20201007,2017,Q3,8,August,17-Aug,35,31,Thursday,FALSE
2017-09-01,20210517,2017,Q3,9,September,17-Sep,35,1,Friday,FALSE
2017-09-02,20200418,2017,Q3,9,September,17-Sep,35,2,Saturday,TRUE
2017-09-03,20160418,2017,Q3,9,September,17-Sep,35,3,Sunday,TRUE
2017-09-04,20190407,2017,Q3,9,September,17-Sep,36,4,Monday,FALSE
2017-09-05,20231117,2017,Q3,9,September,17-Sep,36,5,Tuesday,FALSE
2017-09-06,20161108,2017,Q3,9,September,17-Sep,36,6,Wednesday,FALSE
2017-09-07,20210709,2017,Q3,9,September,17-Sep,36,7,Thursday,FALSE
2017-09-08,20220614,2017,Q3,9,September,17-Sep,36,8,Friday,FALSE
2017-09-09,20231205,2017,Q3,9,September,17-Sep,36,9,Saturday,TRUE
2017-09-10,20170522,2017,Q3,9,September,17-Sep,36,10,Sunday,TRUE
2017-09-11,20150506,2017,Q3,9,September,17-Sep,37,11,Monday,FALSE
2017-09-12,20170811,2017,Q3,9,September,17-Sep,37,12,Tuesday,FALSE
2017-09-13,20181222,2017,Q3,9,September,17-Sep,37,13,Wednesday,FALSE
2017-09-14,20210630,2017,Q3,9,September,17-Sep,37,14,Thursday,FALSE
2017-09-15,20240826,2017,Q3,9,September,17-Sep,37,15,Friday,FALSE
2017-09-16,20240526,2017,Q3,9,September,17-Sep,37,16,Saturday,TRUE
2017-09-17,20180201,2017,Q3,9,September,17-Sep,37,17,Sunday,TRUE
2017-09-18,20190222,2017,Q3,9,September,17-Sep,38,18,Monday,FALSE
2017-09-19,20150308,2017,Q3,9,September,17-Sep,38,19,Tuesday,FALSE
2017-09-20,20170825,2017,Q3,9,September,17-Sep,38,20,Wednesday,FALSE
2017-09-21,20201002,2017,Q3,9,September,17-Sep,38,21,Thursday,FALSE
2017-09-22,20201122,2017,Q3,9,September,17-Sep,38,22,Friday,FALSE
2017-09-23,20160428,2017,Q3,9,September,17-Sep,38,23,Saturday,TRUE
2017-09-24,20171124,2017,Q3,9,September,17-Sep,38,24,Sunday,TRUE
2017-09-25,20210823,2017,Q3,9,September,17-Sep,39,25,Monday,FALSE
2017-09-26,20160406,2017,Q3,9,September,17-Sep,39,26,Tuesday,FALSE
2017-09-27,20240508,2017,Q3,9,September,17-Sep,39,27,Wednesday,FALSE
2017-09-28,20190629,2017,Q3,9,September,17-Sep,39,28,Thursday,FALSE
2017-09-29,20161203,2017,Q3,9,September,17-Sep,39,29,Friday,FALSE
2017-09-30,20191209,2017,Q3,9,September,17-Sep,39,30,Saturday,TRUE
2017-10-01,20220718,2017,Q4,10,October,17-Oct,39,1,Sunday,TRUE
2017-10-02,20151222,2017,Q4,10,October,17-Oct,40,2,Monday,FALSE
2017-10-03,20240105,2017,Q4,10,October,17-Oct,40,3,Tuesday,FALSE
2017-10-04,20240927,2017,Q4,10,October,17-Oct,40,4,Wednesday,FALSE
2017-10-05,20161206,2017,Q4,10,October,17-Oct,40,5,Thursday,FALSE
2017-10-06,20230111,2017,Q4,10,October,17-Oct,40,6,Friday,FALSE
2017-10-07,20240807,2017,Q4,10,October,17-Oct,40,7,Saturday,TRUE
2017-10-08,20241127,2017,Q4,10,October,17-Oct,40,8,Sunday,TRUE
2017-10-09,20240110,2017,Q4,10,October,17-Oct,41,9,Monday,FALSE
2017-10-10,20201021,2017,Q4,10,October,17-Oct,41,10,Tuesday,FALSE
2017-10-11,20190409,2017,Q4,10,October,17-Oct,41,11,Wednesday,FALSE
2017-10-12,20210911,2017,Q4,10,October,17-Oct,41,12,Thursday,FALSE
2017-10-13,20211025,2017,Q4,10,October,17-Oct,41,13,Friday,FALSE
2017-10-14,20240820,2017,Q4,10,October,17-Oct,41,14,Saturday,TRUE
2017-10-15,20210330,2017,Q4,10,October,17-Oct,41,15,Sunday,TRUE
2017-10-16,20150211,2017,Q4,10,October,17-Oct,42,16,Monday,FALSE
2017-10-17,20150210,2017,Q4,10,October,17-Oct,42,17,Tuesday,FALSE
2017-10-18,20230817,2017,Q4,10,October,17-Oct,42,18,Wednesday,FALSE
2017-10-19,20230331,2017,Q4,10,October,17-Oct,42,19,Thursday,FALSE
2017-10-20,20230224,2017,Q4,10,October,17-Oct,42,20,Friday,FALSE
2017-10-21,20150206,2017,Q4,10,October,17-Oct,42,21,Saturday,TRUE
2017-10-22,20180720,2017,Q4,10,October,17-Oct,42,22,Sunday,TRUE
2017-10-23,20240112,2017,Q4,10,October,17-Oct,43,23,Monday,FALSE
2017-10-24,20200228,2017,Q4,10,October,17-Oct,43,24,Tuesday,FALSE
2017-10-25,20170316,2017,Q4,10,October,17-Oct,43,25,Wednesday,FALSE
2017-10-26,20220401,2017,Q4,10,October,17-Oct,43,26,Thursday,FALSE
2017-10-27,20241126,2017,Q4,10,October,17-Oct,43,27,Friday,FALSE
2017-10-28,20160206,2017,Q4,10,October,17-Oct,43,28,Saturday,TRUE
2017-10-29,20170805,2017,Q4,10,October,17-Oct,43,29,Sunday,TRUE
2017-10-30,20161004,2017,Q4,10,October,17-Oct,44,30,Monday,FALSE
2017-10-31,20201005,2017,Q4,10,October,17-Oct,44,31,Tuesday,FALSE
2017-11-01,20150706,2017,Q4,11,November,17-Nov,44,1,Wednesday,FALSE
2017-11-02,20190815,2017,Q4,11,November,17-Nov,44,2,Thursday,FALSE
2017-11-03,20240710,2017,Q4,11,November,17-Nov,44,3,Friday,FALSE
2017-11-04,20220420,2017,Q4,11,November,17-Nov,44,4,Saturday,TRUE
2017-11-05,20230210,2017,Q4,11,November,17-Nov,44,5,Sunday,TRUE
2017-11-06,20210601,2017,Q4,11,November,17-Nov,45,6,Monday,FALSE
2017-11-07,20231124,2017,Q4,11,November,17-Nov,45,7,Tuesday,FALSE
2017-11-08,20190127,2017,Q4,11,November,17-Nov,45,8,Wednesday,FALSE
2017-11-09,20160206,2017,Q4,11,November,17-Nov,45,9,Thursday,FALSE
2017-11-10,20180915,2017,Q4,11,November,17-Nov,45,10,Friday,FALSE
2017-11-11,20170608,2017,Q4,11,November,17-Nov,45,11,Saturday,TRUE
2017-11-12,20150706,2017,Q4,11,November,17-Nov,45,12,Sunday,TRUE
2017-11-13,20200626,2017,Q4,11,November,17-Nov,46,13,Monday,FALSE
2017-11-14,20220620,2017,Q4,11,November,17-Nov,46,14,Tuesday,FALSE
2017-11-15,20170405,2017,Q4,11,November,17-Nov,46,15,Wednesday,FALSE
2017-11-16,20180614,2017,Q4,11,November,17-Nov,46,16,Thursday,FALSE
2017-11-17,20150602,2017,Q4,11,November,17-Nov,46,17,Friday,FALSE
2017-11-18,20150420,2017,Q4,11,November,17-Nov,46,18,Saturday,TRUE
2017-11-19,20191116,2017,Q4,11,November,17-Nov,46,19,Sunday,TRUE
2017-11-20,20210924,2017,Q4,11,November,17-Nov,47,20,Monday,FALSE
2017-11-21,20161019,2017,Q4,11,November,17-Nov,47,21,Tuesday,FALSE
2017-11-22,20240822,2017,Q4,11,November,17-Nov,47,22,Wednesday,FALSE
2017-11-23,20190608,2017,Q4,11,November,17-Nov,47,23,Thursday,FALSE
2017-11-24,20161125,2017,Q4,11,November,17-Nov,47,24,Friday,FALSE
2017-11-25,20241105,2017,Q4,11,November,17-Nov,47,25,Saturday,TRUE
2017-11-26,20240309,2017,Q4,11,November,17-Nov,47,26,Sunday,TRUE
2017-11-27,20221018,2017,Q4,11,November,17-Nov,48,27,Monday,FALSE
2017-11-28,20150516,2017,Q4,11,November,17-Nov,48,28,Tuesday,FALSE
2017-11-29,20230322,2017,Q4,11,November,17-Nov,48,29,Wednesday,FALSE
2017-11-30,20180904,2017,Q4,11,November,17-Nov,48,30,Thursday,FALSE
2017-12-01,20190416,2017,Q4,12,December,17-Dec,48,1,Friday,FALSE
2017-12-02,20220314,2017,Q4,12,December,17-Dec,48,2,Saturday,TRUE
2017-12-03,20160729,2017,Q4,12,December,17-Dec,48,3,Sunday,TRUE
2017-12-04,20180807,2017,Q4,12,December,17-Dec,49,4,Monday,FALSE
2017-12-05,20160630,2017,Q4,12,December,17-Dec,49,5,Tuesday,FALSE
2017-12-06,20181228,2017,Q4,12,December,17-Dec,49,6,Wednesday,FALSE
2017-12-07,20210212,2017,Q4,12,December,17-Dec,49,7,Thursday,FALSE
2017-12-08,20240703,2017,Q4,12,December,17-Dec,49,8,Friday,FALSE
2017-12-09,20200808,2017,Q4,12,December,17-Dec,49,9,Saturday,TRUE
2017-12-10,20240926,2017,Q4,12,December,17-Dec,49,10,Sunday,TRUE
2017-12-11,20220311,2017,Q4,12,December,17-Dec,50,11,Monday,FALSE
2017-12-12,20221013,2017,Q4,12,December,17-Dec,50,12,Tuesday,FALSE
2017-12-13,20201118,2017,Q4,12,December,17-Dec,50,13,Wednesday,FALSE
2017-12-14,20221126,2017,Q4,12,December,17-Dec,50,14,Thursday,FALSE
2017-12-15,20180905,2017,Q4,12,December,17-Dec,50,15,Friday,FALSE
2017-12-16,20210624,2017,Q4,12,December,17-Dec,50,16,Saturday,TRUE
2017-12-17,20221031,2017,Q4,12,December,17-Dec,50,17,Sunday,TRUE
2017-12-18,20230625,2017,Q4,12,December,17-Dec,51,18,Monday,FALSE
2017-12-19,20190724,2017,Q4,12,December,17-Dec,51,19,Tuesday,FALSE
2017-12-20,20201226,2017,Q4,12,December,17-Dec,51,20,Wednesday,FALSE
2017-12-21,20210507,2017,Q4,12,December,17-Dec,51,21,Thursday,FALSE
2017-12-22,20220730,2017,Q4,12,December,17-Dec,51,22,Friday,FALSE
2017-12-23,20230620,2017,Q4,12,December,17-Dec,51,23,Saturday,TRUE
2017-12-24,20241119,2017,Q4,12,December,17-Dec,51,24,Sunday,TRUE
2017-12-25,20181127,2017,Q4,12,December,17-Dec,52,25,Monday,FALSE
2017-12-26,20180518,2017,Q4,12,December,17-Dec,52,26,Tuesday,FALSE
2017-12-27,20240509,2017,Q4,12,December,17-Dec,52,27,Wednesday,FALSE
2017-12-28,20211028,2017,Q4,12,December,17-Dec,52,28,Thursday,FALSE
2017-12-29,20200408,2017,Q4,12,December,17-Dec,52,29,Friday,FALSE
2017-12-30,20171203,2017,Q4,12,December,17-Dec,52,30,Saturday,TRUE
2017-12-31,20220414,2017,Q4,12,December,17-Dec,52,31,Sunday,TRUE
2018-01-01,20211001,2018,Q1,1,January,18-Jan,1,1,Monday,FALSE
2018-01-02,20200306,2018,Q1,1,January,18-Jan,1,2,Tuesday,FALSE
2018-01-03,20211128,2018,Q1,1,January,18-Jan,1,3,Wednesday,FALSE
2018-01-04,20170720,2018,Q1,1,January,18-Jan,1,4,Thursday,FALSE
2018-01-05,20170723,2018,Q1,1,January,18-Jan,1,5,Friday,FALSE
2018-01-06,20180925,2018,Q1,1,January,18-Jan,1,6,Saturday,TRUE
2018-01-07,20171013,2018,Q1,1,January,18-Jan,1,7,Sunday,TRUE
2018-01-08,20240320,2018,Q1,1,January,18-Jan,2,8,Monday,FALSE
2018-01-09,20191025,2018,Q1,1,January,18-Jan,2,9,Tuesday,FALSE
2018-01-10,20230618,2018,Q1,1,January,18-Jan,2,10,Wednesday,FALSE
2018-01-11,20201028,2018,Q1,1,January,18-Jan,2,11,Thursday,FALSE
2018-01-12,20240330,2018,Q1,1,January,18-Jan,2,12,Friday,FALSE
2018-01-13,20210509,2018,Q1,1,January,18-Jan,2,13,Saturday,TRUE
2018-01-14,20200316,2018,Q1,1,January,18-Jan,2,14,Sunday,TRUE
2018-01-15,20170201,2018,Q1,1,January,18-Jan,3,15,Monday,FALSE
2018-01-16,20171020,2018,Q1,1,January,18-Jan,3,16,Tuesday,FALSE
2018-01-17,20150428,2018,Q1,1,January,18-Jan,3,17,Wednesday,FALSE
2018-01-18,20180802,2018,Q1,1,January,18-Jan,3,18,Thursday,FALSE
2018-01-19,20190604,2018,Q1,1,January,18-Jan,3,19,Friday,FALSE
2018-01-20,20220119,2018,Q1,1,January,18-Jan,3,20,Saturday,TRUE
2018-01-21,20191122,2018,Q1,1,January,18-Jan,3,21,Sunday,TRUE
2018-01-22,20160526,2018,Q1,1,January,18-Jan,4,22,Monday,FALSE
2018-01-23,20180619,2018,Q1,1,January,18-Jan,4,23,Tuesday,FALSE
2018-01-24,20160923,2018,Q1,1,January,18-Jan,4,24,Wednesday,FALSE
2018-01-25,20210625,2018,Q1,1,January,18-Jan,4,25,Thursday,FALSE
2018-01-26,20221216,2018,Q1,1,January,18-Jan,4,26,Friday,FALSE
2018-01-27,20171015,2018,Q1,1,January,18-Jan,4,27,Saturday,TRUE
2018-01-28,20220421,2018,Q1,1,January,18-Jan,4,28,Sunday,TRUE
2018-01-29,20231224,2018,Q1,1,January,18-Jan,5,29,Monday,FALSE
2018-01-30,20200811,2018,Q1,1,January,18-Jan,5,30,Tuesday,FALSE
2018-01-31,20150124,2018,Q1,1,January,18-Jan,5,31,Wednesday,FALSE
2018-02-01,20210116,2018,Q1,2,February,18-Feb,5,1,Thursday,FALSE
2018-02-02,20161106,2018,Q1,2,February,18-Feb,5,2,Friday,FALSE
2018-02-03,20210502,2018,Q1,2,February,18-Feb,5,3,Saturday,TRUE
2018-02-04,20210326,2018,Q1,2,February,18-Feb,5,4,Sunday,TRUE
2018-02-05,20240816,2018,Q1,2,February,18-Feb,6,5,Monday,FALSE
2018-02-06,20210218,2018,Q1,2,February,18-Feb,6,6,Tuesday,FALSE
2018-02-07,20230104,2018,Q1,2,February,18-Feb,6,7,Wednesday,FALSE
2018-02-08,20221030,2018,Q1,2,February,18-Feb,6,8,Thursday,FALSE
2018-02-09,20200309,2018,Q1,2,February,18-Feb,6,9,Friday,FALSE
2018-02-10,20240131,2018,Q1,2,February,18-Feb,6,10,Saturday,TRUE
2018-02-11,20241003,2018,Q1,2,February,18-Feb,6,11,Sunday,TRUE
2018-02-12,20210911,2018,Q1,2,February,18-Feb,7,12,Monday,FALSE
2018-02-13,20161012,2018,Q1,2,February,18-Feb,7,13,Tuesday,FALSE
2018-02-14,20180105,2018,Q1,2,February,18-Feb,7,14,Wednesday,FALSE
2018-02-15,20151217,2018,Q1,2,February,18-Feb,7,15,Thursday,FALSE
2018-02-16,20211002,2018,Q1,2,February,18-Feb,7,16,Friday,FALSE
2018-02-17,20230319,2018,Q1,2,February,18-Feb,7,17,Saturday,TRUE
2018-02-18,20241115,2018,Q1,2,February,18-Feb,7,18,Sunday,TRUE
2018-02-19,20150602,2018,Q1,2,February,18-Feb,8,19,Monday,FALSE
2018-02-20,20170608,2018,Q1,2,February,18-Feb,8,20,Tuesday,FALSE
2018-02-21,20170914,2018,Q1,2,February,18-Feb,8,21,Wednesday,FALSE
2018-02-22,20231025,2018,Q1,2,February,18-Feb,8,22,Thursday,FALSE
2018-02-23,20160826,2018,Q1,2,February,18-Feb,8,23,Friday,FALSE
2018-02-24,20161102,2018,Q1,2,February,18-Feb,8,24,Saturday,TRUE
2018-02-25,20180314,2018,Q1,2,February,18-Feb,8,25,Sunday,TRUE
2018-02-26,20201015,2018,Q1,2,February,18-Feb,9,26,Monday,FALSE
2018-02-27,20170711,2018,Q1,2,February,18-Feb,9,27,Tuesday,FALSE
2018-02-28,20151009,2018,Q1,2,February,18-Feb,9,28,Wednesday,FALSE
2018-03-01,20170122,2018,Q1,3,March,18-Mar,9,1,Thursday,FALSE
2018-03-02,20180925,2018,Q1,3,March,18-Mar,9,2,Friday,FALSE
2018-03-03,20200630,2018,Q1,3,March,18-Mar,9,3,Saturday,TRUE
2018-03-04,20190702,2018,Q1,3,March,18-Mar,9,4,Sunday,TRUE
2018-03-05,20211006,2018,Q1,3,March,18-Mar,10,5,Monday,FALSE
2018-03-06,20171010,2018,Q1,3,March,18-Mar,10,6,Tuesday,FALSE
2018-03-07,20240107,2018,Q1,3,March,18-Mar,10,7,Wednesday,FALSE
2018-03-08,20210922,2018,Q1,3,March,18-Mar,10,8,Thursday,FALSE
2018-03-09,20200225,2018,Q1,3,March,18-Mar,10,9,Friday,FALSE
2018-03-10,20160122,2018,Q1,3,March,18-Mar,10,10,Saturday,TRUE
2018-03-11,20190717,2018,Q1,3,March,18-Mar,10,11,Sunday,TRUE
2018-03-12,20240608,2018,Q1,3,March,18-Mar,11,12,Monday,FALSE
2018-03-13,20150617,2018,Q1,3,March,18-Mar,11,13,Tuesday,FALSE
2018-03-14,20190310,2018,Q1,3,March,18-Mar,11,14,Wednesday,FALSE
2018-03-15,20230820,2018,Q1,3,March,18-Mar,11,15,Thursday,FALSE
2018-03-16,20231126,2018,Q1,3,March,18-Mar,11,16,Friday,FALSE
2018-03-17,20200515,2018,Q1,3,March,18-Mar,11,17,Saturday,TRUE
2018-03-18,20230214,2018,Q1,3,March,18-Mar,11,18,Sunday,TRUE
2018-03-19,20201202,2018,Q1,3,March,18-Mar,12,19,Monday,FALSE
2018-03-20,20190310,2018,Q1,3,March,18-Mar,12,20,Tuesday,FALSE
2018-03-21,20150911,2018,Q1,3,March,18-Mar,12,21,Wednesday,FALSE
2018-03-22,20171223,2018,Q1,3,March,18-Mar,12,22,Thursday,FALSE
2018-03-23,20201016,2018,Q1,3,March,18-Mar,12,23,Friday,FALSE
2018-03-24,20210416,2018,Q1,3,March,18-Mar,12,24,Saturday,TRUE
2018-03-25,20200226,2018,Q1,3,March,18-Mar,12,25,Sunday,TRUE
2018-03-26,20180228,2018,Q1,3,March,18-Mar,13,26,Monday,FALSE
2018-03-27,20240613,2018,Q1,3,March,18-Mar,13,27,Tuesday,FALSE
2018-03-28,20200123,2018,Q1,3,March,18-Mar,13,28,Wednesday,FALSE
2018-03-29,20240328,2018,Q1,3,March,18-Mar,13,29,Thursday,FALSE
2018-03-30,20170219,2018,Q1,3,March,18-Mar,13,30,Friday,FALSE
2018-03-31,20170520,2018,Q1,3,March,18-Mar,13,31,Saturday,TRUE
2018-04-01,20200524,2018,Q2,4,April,18-Apr,13,1,Sunday,TRUE
2018-04-02,20180106,2018,Q2,4,April,18-Apr,14,2,Monday,FALSE
2018-04-03,20201124,2018,Q2,4,April,18-Apr,14,3,Tuesday,FALSE
2018-04-04,20170217,2018,Q2,4,April,18-Apr,14,4,Wednesday,FALSE
2018-04-05,20160301,2018,Q2,4,April,18-Apr,14,5,Thursday,FALSE
2018-04-06,20180703,2018,Q2,4,April,18-Apr,14,6,Friday,FALSE
2018-04-07,20181213,2018,Q2,4,April,18-Apr,14,7,Saturday,TRUE
2018-04-08,20191204,2018,Q2,4,April,18-Apr,14,8,Sunday,TRUE
2018-04-09,20160426,2018,Q2,4,April,18-Apr,15,9,Monday,FALSE
2018-04-10,20230528,2018,Q2,4,April,18-Apr,15,10,Tuesday,FALSE
2018-04-11,20211027,2018,Q2,4,April,18-Apr,15,11,Wednesday,FALSE
2018-04-12,20240723,2018,Q2,4,April,18-Apr,15,12,Thursday,FALSE
2018-04-13,20161122,2018,Q2,4,April,18-Apr,15,13,Friday,FALSE
2018-04-14,20181123,2018,Q2,4,April,18-Apr,15,14,Saturday,TRUE
2018-04-15,20190329,2018,Q2,4,April,18-Apr,15,15,Sunday,TRUE
2018-04-16,20170610,2018,Q2,4,April,18-Apr,16,16,Monday,FALSE
2018-04-17,20170816,2018,Q2,4,April,18-Apr,16,17,Tuesday,FALSE
2018-04-18,20210920,2018,Q2,4,April,18-Apr,16,18,Wednesday,FALSE
2018-04-19,20161010,2018,Q2,4,April,18-Apr,16,19,Thursday,FALSE
2018-04-20,20150310,2018,Q2,4,April,18-Apr,16,20,Friday,FALSE
2018-04-21,20180417,2018,Q2,4,April,18-Apr,16,21,Saturday,TRUE
2018-04-22,20180504,2018,Q2,4,April,18-Apr,16,22,Sunday,TRUE
2018-04-23,20230713,2018,Q2,4,April,18-Apr,17,23,Monday,FALSE
2018-04-24,20200317,2018,Q2,4,April,18-Apr,17,24,Tuesday,FALSE
2018-04-25,20181228,2018,Q2,4,April,18-Apr,17,25,Wednesday,FALSE
2018-04-26,20240731,2018,Q2,4,April,18-Apr,17,26,Thursday,FALSE
2018-04-27,20180715,2018,Q2,4,April,18-Apr,17,27,Friday,FALSE
2018-04-28,20180911,2018,Q2,4,April,18-Apr,17,28,Saturday,TRUE
2018-04-29,20230409,2018,Q2,4,April,18-Apr,17,29,Sunday,TRUE
2018-04-30,20210429,2018,Q2,4,April,18-Apr,18,30,Monday,FALSE
2018-05-01,20160722,2018,Q2,5,May,18-May,18,1,Tuesday,FALSE
2018-05-02,20210401,2018,Q2,5,May,18-May,18,2,Wednesday,FALSE
2018-05-03,20200925,2018,Q2,5,May,18-May,18,3,Thursday,FALSE
2018-05-04,20200108,2018,Q2,5,May,18-May,18,4,Friday,FALSE
2018-05-05,20170324,2018,Q2,5,May,18-May,18,5,Saturday,TRUE
2018-05-06,20211026,2018,Q2,5,May,18-May,18,6,Sunday,TRUE
2018-05-07,20190803,2018,Q2,5,May,18-May,19,7,Monday,FALSE
2018-05-08,20160608,2018,Q2,5,May,18-May,19,8,Tuesday,FALSE
2018-05-09,20230527,2018,Q2,5,May,18-May,19,9,Wednesday,FALSE
2018-05-10,20240427,2018,Q2,5,May,18-May,19,10,Thursday,FALSE
2018-05-11,20231218,2018,Q2,5,May,18-May,19,11,Friday,FALSE
2018-05-12,20160727,2018,Q2,5,May,18-May,19,12,Saturday,TRUE
2018-05-13,20190306,2018,Q2,5,May,18-May,19,13,Sunday,TRUE
2018-05-14,20170318,2018,Q2,5,May,18-May,20,14,Monday,FALSE
2018-05-15,20150908,2018,Q2,5,May,18-May,20,15,Tuesday,FALSE
2018-05-16,20150205,2018,Q2,5,May,18-May,20,16,Wednesday,FALSE
2018-05-17,20160819,2018,Q2,5,May,18-May,20,17,Thursday,FALSE
2018-05-18,20211230,2018,Q2,5,May,18-May,20,18,Friday,FALSE
2018-05-19,20190606,2018,Q2,5,May,18-May,20,19,Saturday,TRUE
2018-05-20,20190212,2018,Q2,5,May,18-May,20,20,Sunday,TRUE
2018-05-21,20240917,2018,Q2,5,May,18-May,21,21,Monday,FALSE
2018-05-22,20211005,2018,Q2,5,May,18-May,21,22,Tuesday,FALSE
2018-05-23,20150726,2018,Q2,5,May,18-May,21,23,Wednesday,FALSE
2018-05-24,20150706,2018,Q2,5,May,18-May,21,24,Thursday,FALSE
2018-05-25,20160214,2018,Q2,5,May,18-May,21,25,Friday,FALSE
2018-05-26,20200719,2018,Q2,5,May,18-May,21,26,Saturday,TRUE
2018-05-27,20160527,2018,Q2,5,May,18-May,21,27,Sunday,TRUE
2018-05-28,20180615,2018,Q2,5,May,18-May,22,28,Monday,FALSE
2018-05-29,20160115,2018,Q2,5,May,18-May,22,29,Tuesday,FALSE
2018-05-30,20160608,2018,Q2,5,May,18-May,22,30,Wednesday,FALSE
2018-05-31,20210613,2018,Q2,5,May,18-May,22,31,Thursday,FALSE
2018-06-01,20230612,2018,Q2,6,June,18-Jun,22,1,Friday,FALSE
2018-06-02,20221210,2018,Q2,6,June,18-Jun,22,2,Saturday,TRUE
2018-06-03,20230806,2018,Q2,6,June,18-Jun,22,3,Sunday,TRUE
2018-06-04,20191217,2018,Q2,6,June,18-Jun,23,4,Monday,FALSE
2018-06-05,20150220,2018,Q2,6,June,18-Jun,23,5,Tuesday,FALSE
2018-06-06,20181012,2018,Q2,6,June,18-Jun,23,6,Wednesday,FALSE
2018-06-07,20170731,2018,Q2,6,June,18-Jun,23,7,Thursday,FALSE
2018-06-08,20200619,2018,Q2,6,June,18-Jun,23,8,Friday,FALSE
2018-06-09,20160430,2018,Q2,6,June,18-Jun,23,9,Saturday,TRUE
2018-06-10,20160912,2018,Q2,6,June,18-Jun,23,10,Sunday,TRUE
2018-06-11,20170830,2018,Q2,6,June,18-Jun,24,11,Monday,FALSE
2018-06-12,20180914,2018,Q2,6,June,18-Jun,24,12,Tuesday,FALSE
2018-06-13,20160325,2018,Q2,6,June,18-Jun,24,13,Wednesday,FALSE
2018-06-14,20150618,2018,Q2,6,June,18-Jun,24,14,Thursday,FALSE
2018-06-15,20151223,2018,Q2,6,June,18-Jun,24,15,Friday,FALSE
2018-06-16,20200111,2018,Q2,6,June,18-Jun,24,16,Saturday,TRUE
2018-06-17,20230102,2018,Q2,6,June,18-Jun,24,17,Sunday,TRUE
2018-06-18,20180502,2018,Q2,6,June,18-Jun,25,18,Monday,FALSE
2018-06-19,20210531,2018,Q2,6,June,18-Jun,25,19,Tuesday,FALSE
2018-06-20,20201203,2018,Q2,6,June,18-Jun,25,20,Wednesday,FALSE
2018-06-21,20150528,2018,Q2,6,June,18-Jun,25,21,Thursday,FALSE
2018-06-22,20241112,2018,Q2,6,June,18-Jun,25,22,Friday,FALSE
2018-06-23,20191105,2018,Q2,6,June,18-Jun,25,23,Saturday,TRUE
2018-06-24,20201110,2018,Q2,6,June,18-Jun,25,24,Sunday,TRUE
2018-06-25,20170131,2018,Q2,6,June,18-Jun,26,25,Monday,FALSE
2018-06-26,20230312,2018,Q2,6,June,18-Jun,26,26,Tuesday,FALSE
2018-06-27,20171222,2018,Q2,6,June,18-Jun,26,27,Wednesday,FALSE
2018-06-28,20210711,2018,Q2,6,June,18-Jun,26,28,Thursday,FALSE
2018-06-29,20220803,2018,Q2,6,June,18-Jun,26,29,Friday,FALSE
2018-06-30,20170104,2018,Q2,6,June,18-Jun,26,30,Saturday,TRUE
2018-07-01,20191124,2018,Q3,7,July,18-Jul,26,1,Sunday,TRUE
2018-07-02,20160403,2018,Q3,7,July,18-Jul,27,2,Monday,FALSE
2018-07-03,20241211,2018,Q3,7,July,18-Jul,27,3,Tuesday,FALSE
2018-07-04,20150604,2018,Q3,7,July,18-Jul,27,4,Wednesday,FALSE
2018-07-05,20220602,2018,Q3,7,July,18-Jul,27,5,Thursday,FALSE
2018-07-06,20240813,2018,Q3,7,July,18-Jul,27,6,Friday,FALSE
2018-07-07,20221221,2018,Q3,7,July,18-Jul,27,7,Saturday,TRUE
2018-07-08,20150813,2018,Q3,7,July,18-Jul,27,8,Sunday,TRUE
2018-07-09,20151231,2018,Q3,7,July,18-Jul,28,9,Monday,FALSE
2018-07-10,20230409,2018,Q3,7,July,18-Jul,28,10,Tuesday,FALSE
2018-07-11,20240614,2018,Q3,7,July,18-Jul,28,11,Wednesday,FALSE
2018-07-12,20170801,2018,Q3,7,July,18-Jul,28,12,Thursday,FALSE
2018-07-13,20191030,2018,Q3,7,July,18-Jul,28,13,Friday,FALSE
2018-07-14,20180103,2018,Q3,7,July,18-Jul,28,14,Saturday,TRUE
2018-07-15,20230720,2018,Q3,7,July,18-Jul,28,15,Sunday,TRUE
2018-07-16,20190209,2018,Q3,7,July,18-Jul,29,16,Monday,FALSE
2018-07-17,20150303,2018,Q3,7,July,18-Jul,29,17,Tuesday,FALSE
2018-07-18,20241114,2018,Q3,7,July,18-Jul,29,18,Wednesday,FALSE
2018-07-19,20221214,2018,Q3,7,July,18-Jul,29,19,Thursday,FALSE
